uid,pmin_median,pmax_median,pmax_99_perc,pmax_max
TULSA_PS 13.8 0005 2 UN,1.0,167.0,167.0,167.0
BROWN_SO 138 Q138 BROWN_2 UN,1.0,167.0,167.0,167.0
HLNDWIND 34.5 9004 HLNDWIND_UNIT3 UN,0.0,166.7,166.7,166.7
HLNDWIND 34.5 9001 HLNDWIND_UNIT1 UN,0.0,166.7,166.7,166.7
HLNDWIND 34.5 9002 HLNDWIND_UNIT2 UN,0.0,166.7,166.7,166.7
RAFBCTS 115 3 3 UN,1.0,166.0,166.0,166.0
955_RIVE 16 A16 RV-2 UN,0.0,166.0,166.0,166.0
BUCKNER7 345 G2 CIMRNCPV_WIND UN,0.0,165.6,165.6,165.6
EMERY 161 5059 EMERY_32_UNIT UN,0.0,165.0,165.0,165.0
FRONTR 345 12G G101 UN,0.0,165.0,165.0,165.0
MSWF 138 2 WF_1 UN,0.0,165.0,165.0,165.0
FRONTR 345 13G G1 UN,0.0,165.0,165.0,165.0
MSTNG 22 70G 3 UN,1.0,165.0,165.0,165.0
NE_GAS 18 GN3 GT1B UN,1.0,165.0,165.0,165.0
RIVER 138 C138 RV-2 UN,1.0,165.0,165.0,165.0
EXXMOB 138 3G G3 UN,0.0,165.0,165.0,165.0
NE_GAS 18 GN4 GT1A UN,1.0,165.0,165.0,165.0
EXXMOB 138 2G G2 UN,0.0,165.0,165.0,165.0
ESSO 230 50 LST_G5A UN,-90.0,165.0,165.0,165.0
EXXMOB 138 1G G1 UN,0.0,165.0,165.0,165.0
MSTNG 13.8 72G 1 UN,1.0,165.0,165.0,165.0
FRONTR 345 11G G201 UN,0.0,165.0,165.0,165.0
MSTNG 13.8 71G 2 UN,1.0,165.0,165.0,165.0
LST 230 UNLS LST_4GA UN,0.0,165.0,165.0,165.0
ESSO 230 UNST LST_G5A UN,0.0,165.0,165.0,165.0
NE_GAS 13.8 GN1 ST1 UN,1.0,164.0,164.0,164.0
955_RIVE 16 A16 RV-1 UN,0.0,164.0,164.0,164.0
RIVER 138 D138 RV-1 UN,1.0,164.0,164.0,164.0
MANKATEC 20 9008 MANKAT_3_UNIT2 UN,64.2,163.3,163.3,163.3
975_OTTE 34.5 Q34 OTTERWF UN,0.0,163.0,163.0,163.0
MANKATEC 20 9007 MANKAT_3_UNIT1 UN,64.1,163.0,163.0,163.0
MIAMIFOR 138 Q138 MI6 UN,1.0,163.0,163.0,163.0
ROCKFORD 138 B138 16URO-2 UN,0.0,163.0,163.0,163.0
GLACRHLS 138 Q138 GHS1 UN,0.0,162.0,162.0,162.0
LSMIT1 18 2 2 UN,55.0,162.0,162.0,162.0
9_SUB 161 Q161 9_SUB_9_UNIT UN,38.0,162.0,162.0,162.0
SPINSPUR 34.5 1 SPINSPUR_WIND UN,0.0,161.0,161.0,161.0
ZION_EC 18 B18 ZE-3 UN,0.0,161.0,161.0,161.0
REID 161 Q161 REI4 UN,1.0,161.0,161.0,161.0
WILDORAD 34.5 0 WINDFARM UN,0.0,161.0,161.0,161.0
CONESVIL 138 Q138 CV3 UN,61.0,161.0,161.0,161.0
REDGNTN7 345 RJ2 GERD_REDDIRT UN,0.0,160.7,160.7,160.7
AES5 10 1998 RIVERVALLEY2 UN,0.0,160.0,160.0,160.0
AES5 10 1997 RIVERVALLEY1 UN,0.0,160.0,190.0,190.0
BAILLY 138 Q138 P7 UN,1.0,160.0,160.0,160.0
989_TWIN 34.5 A34 HTRAILWF UN,0.0,160.0,160.0,160.0
HITCH 345 199 GPVW UN,0.0,160.0,160.0,160.0
TOWNELIN 138 Q138 TOWNE_ST1_1 UN,0.0,160.0,160.0,160.0
MCNEILL4 230 4503 MC1_UNIT UN,1.0,160.0,160.0,160.0
AUDRAIN 345 20Z EQ_UN_20 UN,-160.0,160.0,160.0,160.0
938_K4PI 138 Q138 K4KAN1WF UN,0.0,160.0,160.0,160.0
FOX_ENER 345 A345 ST1_2 UN,0.0,160.0,160.0,160.0
HOSKINS 345 G1 SHOLES_WIND UN,1.0,160.0,160.0,160.0
WMARINET 138 Q13Z EQ_UN_Q138 UN,-59.7,159.7,159.7,159.7
PADDYS_R 138 Q138 PR_UNIT13 UN,1.0,159.0,159.0,159.0
PRAR_CK 18 9000 PRAR_C_4_UNIT UN,44.0,159.0,159.0,159.0
MITCHE1 18 3 3 UN,45.0,159.0,159.0,159.0
BD_6 230 4216 BD4_UNIT UN,1.0,159.0,159.0,159.0
900_ELWO 18 H18 EL-9 UN,0.0,159.0,159.0,159.0
TULSA_PS 13.8 0008 4 UN,1.0,158.0,158.0,158.0
JOU_AEP 345 Q345 STUART1_JOU UN,1.0,158.0,158.0,158.0
900_ELWO 18 H18 EL-7 UN,0.0,158.0,158.0,158.0
BD_6 230 4219 BD5_UNIT UN,1.0,158.0,158.0,158.0
JOU_AEP 345 Q345 STUART3_JOU UN,1.0,158.0,158.0,158.0
16STOUTC 138 Q138 STC6 UN,1.0,158.0,158.0,158.0
JOU_AEP 345 Q345 STUART2_JOU UN,1.0,158.0,158.0,158.0
JOU_AEP 345 Q345 STUART4_JOU UN,1.0,158.0,158.0,158.0
BD_6 230 4217 BD3_UNIT UN,1.0,157.0,157.0,157.0
FOX_ENER 345 A345 ST1_1 UN,0.0,156.0,156.0,156.0
SCRK_AEP 345 Q345 G1 UN,1.0,155.0,238.0,238.0
900_ELWO 18 H18 EL-4 UN,0.0,155.0,155.0,155.0
TRIMBLE 345 Q345 TCUNIT5 UN,1.0,155.0,155.0,155.0
900_ELWO 18 H18 EL-5 UN,0.0,155.0,155.0,155.0
SCRK_AEP 345 Q345 G2 UN,1.0,155.0,414.0,414.0
900_ELWO 18 H18 EL-2 UN,0.0,155.0,155.0,155.0
COLEMABR 161 Q161 COL3 UN,1.0,155.0,155.0,155.0
BECKJORD 24 QQ24 UN6 UN,1.0,155.0,155.0,155.0
900_ELWO 18 H18 EL-1 UN,0.0,155.0,155.0,155.0
MCINTO1 18 4 4 UN,1.0,155.0,155.0,155.0
900_ELWO 18 H18 EL-3 UN,0.0,155.0,155.0,155.0
TANDE 345 UN1 AWD1_WIND UN,0.0,154.8,154.8,154.8
RCKFALLS 138 G1 ROCKFALLS_WIND UN,1.0,154.57,154.57,154.57
BUFFRID 34.5 9005 BUFFR_TR2_UNIT UN,0.0,154.2,154.2,154.2
TTNKARDG 34.5 202 TTNKARDG UN,0.0,154.0,154.8,154.8
BROWN_CT 138 Q138 BROWN_CT_6 UN,1.0,154.0,154.0,154.0
REID 161 Q161 REI3 UN,1.0,154.0,154.0,154.0
DKTARNG3 34.5 207 DKTA_RNG3 UN,0.0,153.6,153.6,153.6
M_TOWN 18 9111 MGS_STG31 UN,0.0,153.0,153.0,153.0
ERWF 345 6G G1 UN,1.0,153.0,153.0,153.0
JVIL2 17.1 6 6 UN,0.0,153.0,153.0,153.0
JVIL2 17.1 4 4 UN,0.0,153.0,153.0,153.0
JVIL2 17.1 3 3 UN,0.0,153.0,153.0,153.0
JVIL2 17.1 5 5 UN,0.0,153.0,153.0,153.0
M_TOWN 18 9112 MGS_STG32 UN,0.0,153.0,153.0,153.0
SONR1 345 RJ1 THUNDERR1_WIND UN,0.0,152.5,152.5,152.5
AURORACE 138 A138 AR-4 UN,1.0,152.0,152.0,152.0
AURORACE 138 A138 AR-3 UN,1.0,152.0,152.0,152.0
AURORACE 345 A345 AR-2 UN,1.0,152.0,152.0,152.0
AURORACE 345 A345 AR-1 UN,1.0,152.0,152.0,152.0
WDWRDEHV 138 K5 KEENAN_WIND UN,0.0,152.0,152.0,152.0
BLUCAN14 138 BLZ2 UN2_BLUCAN14 UN,0.0,151.2,151.2,151.2
REMNGTON 138 GEN OSAGE_WIND UN,0.0,151.0,151.0,151.0
BRSF 138 3 SF_1 UN,-2.0,150.0,150.0,150.0
KOSSUTHW 345 3000 KOSSUTH_J534 UN,0.0,150.0,150.0,150.0
08SCRK_M 345 Q345 G_2 UN,1.0,150.0,414.0,414.0
LIME_CK 161 5107 CRYSTAL_LAKE_1 UN,0.0,150.0,150.0,150.0
LINDAHLS 115 LW1 LINDAHL_WIND UN,0.0,150.0,150.0,150.0
941_GRND 34.5 A34 GRIDG2BS UN,0.0,150.0,150.0,150.0
ONIONRIV 34.5 Q34 ONIONRIV_SOLAR UN,0.0,150.0,150.0,150.0
08SCRK_M 345 Q345 G_1 UN,1.0,150.0,238.0,238.0
COLEMABR 161 Q161 COL2 UN,1.0,150.0,150.0,150.0
ROCKFORD 138 A138 16URO-12 UN,0.0,150.0,150.0,150.0
MERRICRT 230 120 MERRICRT UN,0.0,150.0,150.0,150.0
WINSLOW3 34 W9 WINSLW_WIND1 UN,1.0,150.0,150.0,150.0
BDGRHLW2 138 Q138 BHS2 UN,0.0,150.0,150.0,150.0
900_ELWO 18 H18 EL-6 UN,0.0,150.0,150.0,150.0
UMBSOL 34.5 4 G1 UN,0.0,150.0,150.0,150.0
ESEX 13.8 102 ESX1 UN,0.0,150.0,150.0,150.0
FOXTAIL 230 291 FOXTAIL UN,0.0,150.0,150.0,150.0
RL_SPLTR 138 3 RL1 UN,0.1,150.0,150.0,150.0
SPORN 138 Q138 SP2 UN,30.0,150.0,150.0,150.0
SPORN 138 Q138 SP3 UN,30.0,150.0,150.0,150.0
TWOCRKS 138 Q138 TCS1 UN,0.0,150.0,150.0,150.0
ADAMSMEC 161 5003 ADAMSCO UN,0.0,150.0,150.0,150.0
975_OTTE 345 Q345 OTTERCWF UN,1.0,150.0,150.0,150.0
CRSW 138 SLCR SLATECREEKWIND UN,0.0,150.0,150.0,150.0
DAGLUM 230 GEN1 BRADY_WIND_1 UN,0.0,150.0,150.0,150.0
DAGLUM 230 GEN2 BRADY_WIND_2 UN,0.0,150.0,150.0,150.0
STORY_CO 161 5017 STORYCO1_FPLP UN,0.0,150.0,150.0,150.0
STORY_CO 34.5 9008 STORYCO1_FPLP UN,0.0,150.0,150.0,150.0
969_ECOG 34.5 A34 LENAWF UN,0.0,150.0,150.0,150.0
ELSF 138 2 SF_1 UN,-2.0,150.0,150.0,150.0
SDNS 138 20 G931 UN,0.0,150.0,150.0,150.0
OSWALD_E 500 G8 STG1 UN,0.1,150.0,150.0,150.0
COLEMABR 161 Q161 COL1 UN,1.0,150.0,150.0,150.0
GEORGDM 115 3 3 UN,0.0,150.0,150.0,150.0
GSWF 138 2 WF_1 UN,0.0,150.0,150.0,200.0
PSEGGLOB 345 Q345 G1 UN,1.0,150.0,150.0,150.0
WHTOKTVA 138 Q138 WHITEOAK UN,0.1,150.0,150.0,150.0
SPORN 138 Q138 SP4 UN,30.0,150.0,150.0,150.0
HETINGR 230 4003 TSWF_1 UN,0.0,150.0,150.0,150.0
LOSTDRAW 115 WC1 WILDCAT_WIND UN,0.0,150.0,150.0,150.0
VIENNAWF 34.5 5006 VIENNA_1_UNIT UN,0.0,150.0,150.0,150.0
ROSSAMIL 138 9 H094 UN,0.0,150.0,150.0,150.0
GGSMEP 500 1 G1 UN,0.1,150.0,150.0,150.0
CPWF_IL 138 2 WF_1 UN,0.0,150.0,150.0,150.0
ROSS_AMI 138 9 H094 UN,0.0,150.0,150.0,150.0
CARROLL 161 5012 CARROL_1_UNIT UN,0.0,150.0,150.0,150.0
SHAWG1 17.1 5 5 UN,0.0,150.0,150.0,150.0
PAXE 138 20 G996 UN,0.0,150.0,150.0,150.0
PSEGGLOB 345 Q345 G2 UN,1.0,150.0,150.0,150.0
WFRDG 138 4 UN1_WFRDG UN,1.0,150.0,150.0,150.0
CARTRCO4 138 GGG1 ORIGIN_WIND UN,0.0,150.0,150.0,150.0
NODAWAY 13.8 102 NOD2 UN,1.0,150.0,550.0,550.0
NODAWAY 13.8 105 NOD1 UN,1.0,150.0,150.0,150.0
977_GREE 138 Q138 GRVRU1WF UN,0.0,150.0,150.0,150.0
SPORN 138 Q138 SP1 UN,30.0,150.0,150.0,150.0
BDGRHLW 138 Q138 BHS1 UN,0.0,150.0,150.0,150.0
BECKJORD 138 Q138 UN4 UN,1.0,150.0,150.0,150.0
YANKEE 34.5 9501 MNDAK_COMB_UN UN,0.0,150.0,150.0,150.0
TISF 138 3 SF_1 UN,-2.0,150.0,150.0,150.0
CASF 138 2 SF_1 UN,0.0,150.0,150.0,150.0
900_ELWO 18 H18 EL-8 UN,0.0,150.0,150.0,150.0
WOODCTY 34.5 Q34 WOODCTY_SOLAR UN,0.0,149.6,149.6,149.6
COYOTE 24 9020 COY_OTP1_UNIT UN,52.5,149.5,149.5,149.5
LAR3821 161 8010 KINGSPNT UN,0.0,149.4,149.4,149.4
ASB3491 161 8010 NORTHFRK UN,0.0,149.4,149.4,149.4
TRIMTGRE 345 3004 ELMCR2_UNIT UN,0.0,149.0,149.0,149.0
ASHTBULA 230 4001 ASH_MPC_UNIT UN,0.0,149.0,149.0,149.0
SPERVI1 230 GEN2 WINDFARM UN,0.0,148.5,260.0,260.0
MOORLN1 138 BS1 BSWF_WIND UN,0.0,148.4,148.4,148.4
NEEDMORE 230 G1 BLUECLOUD_WF UN,1.0,148.35,148.35,148.35
961_LEE 34.5 Q34 LEEDKWF1 UN,0.0,148.0,148.0,148.0
HOBART_J 138 GEN1 ROCKYRDG_WIND UN,1.0,148.0,148.0,148.0
ELWOOD01 345 A345 EL-6 UN,1.0,148.0,148.0,148.0
ELWOOD01 345 A345 EL-9 UN,1.0,148.0,148.0,148.0
ELWOOD01 345 B345 EL-3 UN,1.0,148.0,148.0,148.0
ELWOOD01 345 A345 EL-5 UN,1.0,148.0,148.0,148.0
ELWOOD01 345 B345 EL-1 UN,1.0,148.0,148.0,148.0
ELWOOD01 345 A345 EL-8 UN,1.0,148.0,148.0,148.0
ELWOOD01 345 B345 EL-4 UN,1.0,148.0,148.0,148.0
MITCH1 13.8 2 2 UN,0.0,148.0,148.0,148.0
ELWOOD01 345 A345 EL-7 UN,1.0,148.0,148.0,148.0
ELWOOD01 345 B345 EL-2 UN,1.0,148.0,148.0,148.0
JOU_ALTW 22 G14 NEALN3_JOU UN,0.0,146.0,146.0,146.0
ATCHISNM 345 3001 FARMER_UNIT UN,0.0,146.0,146.0,146.0
UNCARB 230 D UCB-CSTG UN,0.0,145.5,145.5,145.5
UNCARB 230 18 UCB-GT1 UN,0.0,145.5,145.5,145.5
UNCARB 230 19 UCB-STG UN,0.0,145.5,145.5,145.5
SONR1 345 RJ2 THUNDERR2_WIND UN,0.0,145.3,145.3,145.3
BLUSKYGF 345 Q345 BLUSKYGF_UNIT UN,0.0,145.2,145.2,145.2
KNGSTN1 17.1 3 3 UN,0.0,145.0,145.0,145.0
WRVRSIDE 345 A345 WRIVS_ST1_1 UN,0.0,145.0,145.0,145.0
WRVRSIDE 345 B345 WRIVS_ST1_2 UN,0.0,145.0,145.0,145.0
TANNERSC 138 Q138 TC2 UN,1.0,145.0,145.0,145.0
KNGSTN1 17.1 2 2 UN,0.0,145.0,145.0,145.0
WRVRSIDE 345 B345 WRIVS_ST1_1 UN,0.0,145.0,145.0,145.0
KNGSTN1 17.1 4 4 UN,0.0,145.0,145.0,145.0
WRVRSIDE 345 A345 WRIVS_ST1_2 UN,0.0,145.0,145.0,145.0
KNGSTN1 17.1 1 1 UN,0.0,145.0,145.0,145.0
TANNERSC 138 Q138 TC1 UN,1.0,145.0,145.0,145.0
TANDE 345 UN2 AWD2_WIND UN,0.0,144.0,144.0,144.0
977_GREE 34.5 Q34 GRVRU1WF UN,0.0,144.0,144.0,144.0
JOU_ALT3 22 9100 JOUNEAL3 UN,0.0,144.0,144.0,144.0
FSHAWG1 17.1 3 3 UN,0.0,143.0,143.0,143.0
BROWN_CT 138 Q138 BROWN_CT_5 UN,1.0,143.0,143.0,143.0
FSHAWG1 17.1 6 6 UN,0.0,143.0,143.0,143.0
FSHAWG1 17.1 7 7 UN,0.0,143.0,143.0,143.0
FSHAWG1 17.1 8 8 UN,0.0,143.0,143.0,143.0
SHAWG1 17.1 6 6 UN,0.0,143.0,143.0,143.0
FSHAWG1 17.1 5 5 UN,0.0,143.0,143.0,143.0
JUD-LR1 13.8 10 1 UN,1.0,143.0,143.0,143.0
FSHAWG1 17.1 4 4 UN,0.0,143.0,143.0,143.0
INVRHLS 115 702Z EQ_UN_7020 UN,-142.8,142.8,142.8,142.8
BDNG 110 78 G7 UN,1.0,142.8,142.8,142.8
BDNG 110 75 G6 UN,1.0,142.8,142.8,142.8
WHEATON2 161 500Z EQ_UN_5002 UN,-142.0,142.0,142.0,142.0
MERAMEC 138 16 1 UN,1.0,142.0,142.0,142.0
N_OMAHA 161 49 4 UN,1.0,142.0,142.0,142.0
MERAMEC 16.5 24 1 UN,0.0,142.0,142.0,142.0
MERAMEC 16.5 27 2 UN,0.0,142.0,142.0,142.0
MERAMEC 138 21 2 UN,1.0,142.0,142.0,142.0
WARRICKW 138 Q138 UN3 UN,1.0,142.0,142.0,142.0
SMITHOMU 138 Q138 SMITH_OMU_1 UN,1.0,142.0,142.0,142.0
WLBRGMEC 34 9001 WLBRGMEC_UNIT UN,0.0,140.8,143.0,143.0
WLBRGMEC 34.5 9001 WLBRGMEC_UNIT UN,0.0,140.8,140.8,140.8
BARRY1 18 1 1 UN,1.0,140.0,140.0,140.0
MOORLN1 18 GGG3 MOORELAND_3 UN,0.0,140.0,140.0,140.0
DOWMTR 14.4 AZ DOWCHEM-GT300 UN,0.0,140.0,140.0,140.0
8BENTON 500 ST02 MAGNOLIAST02 UN,0.0,140.0,140.0,140.0
8BENTON 500 ST03 MAGNOLIAST03 UN,0.0,140.0,140.0,140.0
8BENTON 500 ST01 MAGNOLIAST01 UN,0.0,140.0,140.0,140.0
BROWN_CT 138 Q138 BROWN_CT_8 UN,1.0,140.0,140.0,140.0
TOWNELIN 138 Q138 TOWNE_ST1_2 UN,0.0,140.0,140.0,140.0
VALLEY01 13.8 A14 VALLY_VA1 UN,0.0,140.0,140.0,140.0
WRSF 138 2 SF_1 UN,-5.0,140.0,140.0,140.0
GALAGHR2 230 Q230 UN4 UN,1.0,140.0,140.0,140.0
CARTRCO4 138 UN2 ROCKHVN_WIND UN,0.0,140.0,140.0,140.0
GALAGHR2 138 Q138 UN2 UN,1.0,140.0,140.0,140.0
GALAGHR2 230 Q230 UN3 UN,1.0,140.0,140.0,140.0
DOWMTR 14.4 BA DOWCHEM-SC400 UN,0.0,140.0,140.0,140.0
GALAGHR2 138 Q138 UN1 UN,1.0,140.0,140.0,140.0
VALLEY01 13.8 A14 VALLY_VA2 UN,0.0,140.0,140.0,140.0
VALLEY01 138 Q138 VALLY_VA1 UN,0.0,140.0,140.0,140.0
VALLEY01 138 Q138 VALLY_VA2 UN,0.0,140.0,140.0,140.0
LANGWIND 115 7021 LANGDO_3_UNIT UN,4.0,139.5,139.5,139.5
BARRY1 18 2 2 UN,1.0,139.0,139.0,139.0
REDGNTN7 345 RJ1 GRDA_REDDIRT UN,0.0,138.6,139.0,139.0
STJOSEWF 230 3 G1 UN,0.0,138.0,138.0,138.0
FORWARD1 138 Q138 FWRD_ENRGY_CTR UN,0.0,137.9,137.9,137.9
LMART1 13.8 1 1 UN,0.0,137.0,137.0,137.0
SHARPER5 18 30G 2 UN,1.0,135.0,135.0,135.0
SHARPER5 18 29G 3 UN,1.0,135.0,135.0,135.0
SHARPER5 18 31G 1 UN,1.0,135.0,135.0,135.0
WARRICKW 138 Q138 UN2 UN,1.0,135.0,135.0,135.0
GBC 13.8 5 CTG_2 UN,0.0,135.0,135.0,135.0
GDMEC 18 9100 GDMEC_1_3_UNIT UN,0.0,135.0,135.0,135.0
RIVSIDE 13.8 88 RIVSID_5_UNIT UN,41.0,135.0,135.0,135.0
GBC 138 4 CTG_2 UN,1.0,135.0,135.0,135.0
HARDAM1 13.8 1 1 UN,0.0,135.0,135.0,135.0
WARRICKW 138 Q138 UN1 UN,1.0,135.0,135.0,135.0
GDMEC 18 9101 GDMEC_2_3_UNIT UN,0.0,135.0,135.0,165.0
BLK_DOG 13.8 9008 BLK_DO_2_UNIT UN,0.0,135.0,135.0,135.0
BUCKNER7 345 GEN2 CIMRON_WIND UN,0.0,135.0,135.0,135.0
MCCLEL 14 G1 G1 UN,30.0,134.0,134.0,134.0
WHEATL00 345 Q345 CTG1 UN,1.0,134.0,134.0,134.0
WHEATL00 345 Q345 CTG3 UN,1.0,134.0,134.0,134.0
WHEATL00 345 Q345 CTG4 UN,1.0,134.0,134.0,134.0
WHEATL00 345 Q345 CTG2 UN,1.0,134.0,134.0,134.0
FITZHUGH 161 G2 2 UN,0.0,134.0,134.0,134.0
ROLLHILS 34.5 3012 ROLLHILL_UNIT1 UN,0.0,133.2,133.2,133.2
VENICE 13.8 5 CTG_5 UN,0.1,133.0,133.0,133.0
VENICE 138 30 CTG_5 UN,1.0,133.0,133.0,133.0
PULLIAM 138 Q138 PULG8168 UN,0.0,133.0,133.0,133.0
YATES1 18 2 2 UN,1.0,133.0,133.0,133.0
SHERMANS 115 Q11Z EQ_UN_Q115 UN,-132.2,132.2,132.2,132.2
KELLY000 115 Q11Z EQ_UN_Q115 UN,-132.2,132.2,132.2,132.2
MAINE000 115 Q11Z EQ_UN_Q115 UN,-132.2,132.2,132.2,132.2
DEMPSRDG 230 1G DEMPSEY_WIND UN,0.0,132.0,132.0,132.0
MOORLN1 18 GGG2 MOORELAND_2 UN,0.0,132.0,132.0,132.0
PVLYGRE 13.8 9005 PVLYGR_3_UNIT UN,80.0,132.0,135.0,135.0
RICHLNDW 345 3000 RICHLAND_J535 UN,0.0,130.0,130.0,130.0
BC1 230 10 G4 UN,0.1,130.0,130.0,130.0
REP 138 MKUN MKT_UN UN,0.1,130.0,130.0,130.0
HOLDEN_A 13.8 13 GSU11 UN,1.0,130.0,130.0,130.0
976_CAYU 34.5 Q34 CAYUG2WF UN,0.0,130.0,130.0,130.0
HOLDEN_A 13.8 15 GSU13 UN,1.0,130.0,130.0,130.0
GBC 138 10 CTG_1 UN,1.0,130.0,130.0,130.0
HOLDEN_A 13.8 14 GSU12 UN,1.0,130.0,130.0,130.0
PENO 161 7Z EQ_UN_7 UN,-130.0,130.0,130.0,130.0
BC1 230 9 G3 UN,0.1,130.0,130.0,130.0
DEWEY1 138 9 TALOGA_WIND UN,0.0,130.0,130.0,130.0
YATES1 18 1 1 UN,1.0,130.0,130.0,130.0
GBC 13.8 11 CTG_1 UN,0.0,130.0,130.0,130.0
VIOLA7 345 FR3A FLATRDG3_AEPE UN,0.0,128.0,128.0,128.0
ANSON 115 9010 ANSON_3_UNIT UN,1.0,128.0,128.0,128.0
EMERY 161 5058 EMERY_31_UNIT UN,0.0,128.0,128.0,128.0
ANSON 115 9008 ANSON_2_UNIT UN,1.0,128.0,128.0,128.0
INTERSTA 138 B138 INTERSTA1381 UN,0.1,128.0,128.0,128.0
BECKJORD 138 Q138 UN3 UN,1.0,128.0,128.0,128.0
INTERSTA 138 Q138 INTERSTA1381 UN,0.1,128.0,128.0,128.0
COYOTE 24 9021 COY_MPC1_UNIT UN,0.0,128.0,128.0,128.0
PPG 69 G0R4 R4 UN,0.0,127.0,127.0,127.0
LLWF 345 5 WF_2 UN,0.1,126.9,126.9,126.9
ELIZBET 138 CN2 G1 UN,0.0,126.8,126.8,126.8
RATTS 161 Q161 UN1 UN,1.0,126.0,126.0,126.0
TERRY_RD 345 G2 RUSH_SPRINGS_B UN,1.0,126.0,126.0,126.0
SQBUTTEW 20 ASM1 Y2ACGEN_MP UN,52.0,125.0,125.0,125.0
ELGIN_EC 138 Q138 EE-4 UN,0.0,125.0,125.0,125.0
BTSF 138 1 SF_1 UN,0.0,125.0,125.0,125.0
OSWALD_E 500 G7 CTG7 UN,0.1,125.0,125.0,125.0
UNCARB 230 21 UCB-GT2 UN,0.1,125.0,125.0,125.0
NBEC 230 15 G1 UN,-75.0,125.0,125.0,125.0
ELGIN_EC 138 Q138 EE-3 UN,0.0,125.0,125.0,125.0
GRANDSS 230 23 G4 UN,0.1,125.0,125.0,125.0
BTSF 138 U1 SF_1 UN,0.0,125.0,125.0,125.0
ELGIN_EC 138 Q138 EE-1 UN,0.0,125.0,125.0,125.0
ELGIN_EC 138 Q138 EE-2 UN,0.0,125.0,125.0,125.0
BTSF 138 1 SF_2 UN,0.0,125.0,125.0,125.0
913_BLOO 35 Q35 BLOOM2WF UN,0.0,125.0,125.0,125.0
ARNOLD 22 9100 DAECALTW_UNIT UN,0.0,124.4,124.4,124.4
BROWN_CT 138 Q138 BROWN_CT_10 UN,1.0,124.0,124.0,124.0
HYDRO2 115 G1 G1 UN,0.1,124.0,124.0,124.0
TERRY_RD 345 G1 RUSH_SPRINGS_A UN,1.0,124.0,124.0,124.0
LEE_DEKA 138 Q138 LEEDKWF1 UN,1.0,124.0,124.0,124.0
RATTS 161 Q161 UN2 UN,1.0,124.0,124.0,124.0
HIBRDGE 13.8 9991 HIBRD9_2_UNIT UN,51.0,123.0,123.0,123.0
REDHILLS 138 3 WINDFARM UN,1.0,123.0,123.0,123.0
SWIFTCU4 230 BMH2 CHINOOK2 UN,0.0,123.0,123.0,123.0
HIBRDGE 13.8 9990 HIBRD9_1_UNIT UN,51.0,123.0,123.0,123.0
WCSOL 34.5 2 PV1 UN,0.0,122.0,122.0,122.0
BAILEY_E 14 G1 G1 UN,0.1,122.0,122.0,122.0
CHARAMB 34.5 9103 CHARA_TR2_UNIT UN,0.0,122.0,122.0,122.0
OXBSOL 34.5 27 G1 UN,0.0,121.8,121.8,121.8
GARRISN 13.8 ZZZZ GARRIS_1_UNIT UN,1.0,121.0,121.0,121.0
CANADAY 115 802 1 UN,1.0,121.0,121.0,121.0
GARRISN 13.8 77 GARRIS_2_UNIT UN,1.0,121.0,121.0,121.0
GARRISN 13.8 78 GARRIS_3_UNIT UN,1.0,121.0,121.0,121.0
FORDCOWF 138 2 J845 UN,0.0,120.0,120.0,120.0
SNYDER2 138 NF NF_SLR UN,0.0,120.0,120.0,120.0
SARPY 161 5 3 UN,1.0,120.0,120.0,120.0
PRST_CE 345 D345 UN2_IMEA UN,72.1,120.0,120.0,120.0
LAURELWF 34.5 5000 H078_WF_UNIT UN,0.0,120.0,120.0,120.0
ERDBS959 138 Q138 BSWFBRS1 UN,1.0,120.0,120.0,120.0
CENTWIND 138 2G CENTWIND UN,0.0,120.0,120.0,120.0
BCYSOL 34.5 16 G1 UN,0.0,120.0,120.0,120.0
OSBORNWF 345 G1 OSBORN_KCP UN,1.0,120.0,120.0,120.0
PRST_CE 345 C345 UN2_IMEA UN,72.1,120.0,120.0,120.0
COW 138 SUP CONCSUP UN,0.0,120.0,120.0,120.0
NELSON_E 138 FKG1 G1 UN,0.0,120.0,120.0,120.0
SHELDON 115 266 2 UN,1.0,120.0,150.0,150.0
SAN_JUAN 34 8AA WINDFARM UN,0.0,120.0,120.0,120.0
PRST_CE 345 C345 UN1_IMEA UN,72.0,120.0,120.0,120.0
ERDBS959 138 Q138 BSWFZEF3 UN,1.0,120.0,120.0,120.0
HITCH 345 N1G NOVUS1_WIND UN,0.0,120.0,120.0,120.0
DS1 138 9 COGEN UN,0.0,120.0,120.0,120.0
STLW 230 5 G1_4 UN,0.0,120.0,120.0,120.0
100_SHAD 138 Q138 GSG6WF UN,1.0,119.6,119.6,119.6
MAXBURG 161 5012 MACKSBURG UN,0.0,119.6,119.6,119.6
KEWAN_IP 138 B2 BSH3 UN,0.1,119.0,119.0,119.0
BOS_230 22.8 0 BOSWELL_4_WPPI UN,57.6,119.0,119.0,119.0
ARB1 138 RJ1 GLASS_SANDS UN,0.0,118.3,118.3,118.3
KMDY 13.2 1 CTG_1 UN,0.0,118.0,118.0,118.0
KMDY 138 TIE1 CTG_1 UN,1.0,118.0,118.0,118.0
MADDOXSU 13.8 42G 1 UN,1.0,118.0,118.0,118.0
