uid,pmin_median,pmax_median,pmax_99_perc,pmax_max
NORTONC 115 RLJ WFEC_CAP_SOLAR UN,0.0,25.0,25.0,25.0
BAYFRNT 88 8016 BAYFRN_5_UNIT UN,1.0,25.0,25.0,25.0
LEESVILL 138 Q138 LE1 UN,1.0,25.0,25.0,25.0
FAIRMPPT 69 8001 FAIRMST_UNIT UN,0.0,25.0,25.0,25.0
MINNTAC 34.5 Q34 MINNTA_1_UNIT UN,0.0,25.0,25.0,25.0
STEELVIL 138 4Z EQ_UN_4 UN,-25.0,25.0,25.0,25.0
UNIONVL 69 206 UNV2 UN,1.0,25.0,25.0,25.0
PLUM17 24 G1E G1E UN,0.0,25.0,25.0,25.0
BELVIDER 138 B138 BOONEWF UN,1.0,25.0,25.0,25.0
BAYFRNT 88 8009 BAYFRN_4_UNIT UN,1.0,25.0,25.0,25.0
SUB_H 69 G6 6 UN,1.0,25.0,25.0,25.0
MURLEP 115 1 G1 UN,0.1,25.0,25.0,25.0
WALCREEK 69 KACY ALEXANDER_KACY UN,0.0,25.0,25.0,25.0
STJOHNS 138 1Z EQ_UN_1 UN,-25.0,25.0,25.0,25.0
HOMLEP 115 3 HMGS15 UN,0.0,24.8,24.8,24.8
MESSNGR 69 800Z EQ_UN_8001 UN,-24.4,24.4,24.4,24.4
CARBIDE 69 802Z EQ_UN_8023 UN,-24.4,24.4,24.4,24.4
COMERCAL 69 559Z EQ_UN_559 UN,-24.4,24.4,24.4,24.4
NIOT 161 3Z EQ_UN_3 UN,-24.4,24.4,24.4,24.4
FTMADSN 69 800Z EQ_UN_8004 UN,-24.4,24.4,24.4,24.4
HAM 138 12Z EQ_UN_12 UN,-24.4,24.4,24.4,24.4
ROQUETE 69 800Z EQ_UN_8002 UN,-24.4,24.4,24.4,24.4
975_OTTE 345 Q345 STATCOM UN,1.0,24.0,24.0,24.0
SC_SMKHL 230 2A WINDFARM2 UN,1.0,24.0,24.0,24.0
HUTGRE 69 8041 HUTGRE_9_UNIT UN,0.0,24.0,24.0,24.0
NHAMPTCB 69 UN3 NEWHAMPTON UN,0.0,24.0,24.0,24.0
GF 110 5 G6 UN,0.1,24.0,24.0,24.0
ARBHLDEZ 34.5 9007 ARBHL_2_UNIT UN,0.0,24.0,24.0,24.0
BRSF 138 SOY SOY_BRSF_SF_1 UN,0.0,24.0,24.0,24.0
ARBHLDEZ 34 9007 ARBHL_2_UNIT UN,0.0,24.0,24.0,24.0
CDFL_GT 69 13 CDFL_G_2_UNIT UN,0.0,24.0,24.0,24.0
JONSBR 69 GB GB UN,0.0,24.0,24.0,24.0
STER 115 G1 GTG1 UN,0.1,24.0,24.0,24.0
JOHNSON2 7 GN1Z 1 UN,1.0,24.0,24.0,24.0
GF 110 22 G2 UN,0.1,24.0,24.0,24.0
CRIST1 12 1 1 UN,5.0,24.0,24.0,24.0
OZARKH5 13.8 15 5 UN,1.0,23.0,23.0,23.0
THOMAS2 138 G2 CENTRAHMA_EAST UN,0.0,23.0,23.0,23.0
SUB_H 69 G5 5 UN,1.0,23.0,23.0,23.0
WEBFAL1 13.8 11 1 UN,1.0,23.0,23.0,23.0
STER 115 G4 GTG4 UN,0.1,23.0,23.0,23.0
OZARKH5 13.8 11 1 UN,1.0,23.0,23.0,23.0
OZARKH5 13.8 12 2 UN,1.0,23.0,23.0,23.0
TITANWF 69 G1 TITAN1WF_UNIT UN,1.0,23.0,25.0,25.0
WEBFAL1 13.8 12 2 UN,1.0,23.0,23.0,23.0
FLAMBEAU 69 8000 FLM_G123_UNIT UN,0.0,23.0,23.0,23.0
OZARKH5 13.8 13 3 UN,1.0,23.0,23.0,23.0
WEBFAL1 13.8 13 3 UN,1.0,23.0,23.0,23.0
QUAYCNTY 13.8 4 QUAYCOUNTY1 UN,1.0,23.0,23.0,23.0
PADDYS_R 138 Q138 PRUNIT12 UN,1.0,23.0,23.0,23.0
THOMAS2 138 G1 CENTRAHOMA UN,0.0,23.0,23.0,23.0
W_PLAING 69 CWP1 COWP_GEN1 UN,1.0,23.0,23.0,23.0
OZARKH5 13.8 14 4 UN,1.0,23.0,23.0,23.0
W_PLAING 69 CWP2 COWP_GEN2 UN,1.0,23.0,23.0,23.0
STER 115 G3 GTG3 UN,0.1,22.0,22.0,22.0
SUBI 69 G3 3 UN,1.0,22.0,22.0,22.0
LAKE_RD 30 18AG 6 UN,1.0,22.0,22.0,22.0
STER 115 G2 GTG2 UN,0.1,22.0,22.0,22.0
LAKE_RD 30 17AG 7 UN,1.0,22.0,22.0,22.0
SUBI 69 G4 4 UN,1.0,22.0,22.0,22.0
CWELL 69 GT1 KPP_WELLTNGT UN,1.0,22.0,22.0,22.0
INDUSTR2 69 19G ENGCARBON1 UN,1.0,22.0,22.0,22.0
GF 110 12 G4 UN,0.1,22.0,22.0,22.0
AYRSHRCB 69 1 AYRSHR_1_UNIT UN,1.0,21.0,21.0,21.0
PENSA1 161 G4 4 UN,1.0,21.0,21.0,21.0
LP-BRND2 69 BRND BRANDON1 UN,0.0,21.0,21.0,21.0
TENKIL1 13.8 11 1 UN,1.0,21.0,21.0,21.0
20DALE 138 Q138 20D1 UN,1.0,21.0,21.0,21.0
PETENWE0 138 Q13Z EQ_UN_Q138 UN,-21.0,21.0,21.0,21.0
PENSA1 69 G2 2 UN,1.0,21.0,21.0,21.0
PENSA1 161 G5 5 UN,1.0,21.0,21.0,21.0
HESKETT 13.8 9002 HESKET_1_UNIT UN,6.5,21.0,21.0,21.0
HSANTE1 13.2 1 1 UN,0.0,21.0,21.0,21.0
PENSA1 69 G1 1 UN,1.0,21.0,21.0,21.0
PENSA1 69 G3 3 UN,1.0,21.0,21.0,21.0
TENKIL1 13.8 12 2 UN,1.0,21.0,21.0,21.0
HSANTE1 13.2 2 2 UN,0.0,21.0,21.0,21.0
LIME_CK 161 5103 CRLK3CWLD_UNIT UN,0.0,21.0,21.0,21.0
AMAE 69 999 AMANA UN,0.0,21.0,21.0,21.0
PENSA1 161 G6 6 UN,1.0,21.0,21.0,21.0
20DALE 138 Q138 20D2 UN,1.0,21.0,21.0,21.0
ARCAD_MU 69 8000 ARCAD_1_UNIT UN,0.0,21.0,21.0,21.0
EDGLYTP 41.6 9001 EDGLYT_1_UNIT UN,0.0,21.0,21.0,21.0
GRNTWIND 41.6 9001 ELBOWL_N_UNIT UN,0.0,21.0,21.0,21.0
HEN_AMRN 69 999 MT_PLEASANT UN,0.0,20.9,20.9,20.9
INDIALAW 69 8101 INDGEN_2_UNIT UN,0.0,20.0,20.0,20.0
NOPS 13.8 28 G6 UN,0.0,20.0,20.0,20.0
BCWINSP 69 8002 BCWINS_1_UNIT UN,0.0,20.0,20.0,20.0
JOLIET02 138 Q138 JOLIETBS UN,0.0,20.0,20.0,20.0
NOPS 13.8 26 G5 UN,0.0,20.0,20.0,20.0
CHEOAH1 13.8 4 4 UN,0.0,20.0,20.0,20.0
NOPS 13.8 25 G4 UN,0.0,20.0,20.0,20.0
BA_81 138 T201 T201_DDR_GEN UN,0.0,20.0,20.0,20.0
NOPS 13.8 22 G2 UN,0.0,20.0,20.0,20.0
NOPS 13.8 29 G7 UN,0.0,20.0,20.0,20.0
RIV1671 10 1 10 UN,1.0,20.0,20.0,20.0
ALSEY 138 3 CTG_4 UN,0.0,20.0,20.0,20.0
MTVERN 69 G2 BRULE_WIND UN,1.0,20.0,20.0,20.0
CHANNING 34.5 V163 V163_DDR_GEN UN,0.0,20.0,25.0,25.0
NOPS 13.8 21 G1 UN,0.0,20.0,20.0,20.0
NESIGE 138 Q138 UN1 UN,1.0,20.0,20.0,20.0
PRY02GR 69 V130 V130_DDR_GEN UN,0.0,20.0,20.0,20.0
961_LEE 34.5 Q34 LEEDKBS UN,0.0,20.0,20.0,20.0
FREM_A 13.8 1 7 UN,1.0,20.0,24.0,24.0
CLAYTOR 138 Q138 CL2 UN,1.0,20.0,20.0,20.0
CWELL 69 ST1 KPP_WELLTNST UN,1.0,20.0,20.0,20.0
SHARP_WR 69 3 SHARPE_KEPCO UN,1.0,20.0,20.0,20.0
STRTRSW 69 17 STRTRS_6_UNIT UN,0.0,20.0,20.0,20.0
SB_PIC 13.8 9000 CORALV1_UNIT UN,5.0,20.0,20.0,20.0
SB_PIC 13.8 9001 CORALV2_UNIT UN,5.0,20.0,20.0,20.0
MARS_SW 34.5 9001 MARS_S_1_UNIT UN,0.0,20.0,20.0,20.0
WBGOWIND 69 6 WBGOWI_1_UNIT UN,1.0,20.0,20.0,20.0
ADAMS_WD 34.5 9001 ADAMSWD1_UNIT UN,0.0,20.0,20.0,20.0
CHARAMB 34.5 9918 ROCK_AETNA_UN UN,0.0,20.0,20.0,20.0
SBMNSP 12.5 9002 SHAKPBIO_UNIT UN,0.0,20.0,20.0,20.0
TWA1 13 11 2 UN,1.0,20.0,20.0,20.0
TWA1 13 12 1 UN,1.0,20.0,20.0,20.0
CHEOAH1 13.8 2 2 UN,0.0,20.0,20.0,20.0
CDFL_GT 69 1 CDFL_G_1_UNIT UN,0.0,20.0,20.0,20.0
DWSFRSCO 115 3G FRISCO_WIND UN,0.0,20.0,20.0,20.0
SB_PIC 13.8 9003 CORALV4_UNIT UN,5.0,20.0,20.0,20.0
FORD_GLS 138 T201 T201_DDR_GEN UN,0.0,20.0,20.0,20.0
KYHY1 161 1 1 UN,0.0,20.0,20.0,20.0
NOPS 13.8 23 G3 UN,0.0,20.0,20.0,20.0
MTVERN 69 G1 AURORA_WIND UN,1.0,20.0,20.0,20.0
ODIN 69 8002 ODIN_1_UNIT UN,0.0,20.0,20.0,20.0
CAWFMEC 69 8000 CAWF_UNIT UN,0.0,20.0,20.0,20.0
WHT_DEER 115 WRI WRI1_DDR_GEN UN,0.0,20.0,20.0,20.0
ALSEY 13.8 14 CTG_4 UN,0.0,20.0,20.0,20.0
SLAK 69 8058 SLAK_R3 UN,4.0,20.0,20.0,20.0
CHEOAH1 13.8 1 1 UN,0.0,20.0,20.0,20.0
CHEOAH1 13.8 3 3 UN,0.0,20.0,20.0,20.0
CERIE 69 4 ERIE_1 UN,1.0,20.0,20.0,20.0
CLAYTOR 138 Q138 CL3 UN,1.0,20.0,20.0,20.0
HUNT1 69 V130 V130_DDR_GEN UN,0.0,20.0,20.0,20.0
FTPECK 13.8 7 FTPECK_2_UNIT UN,1.0,20.0,20.0,20.0
SHENDOA 13.2 8021 SHENDO_1_UNIT UN,0.0,20.0,20.0,20.0
DALEH1 13.2 1 1 UN,0.0,20.0,20.0,20.0
JOHNCR2 115 SOL JCSOLAR UN,0.0,20.0,20.0,20.0
123_MARE 34.5 Q34 MARENSP2 UN,0.0,20.0,20.0,20.0
STUT_I 115 T1 PR_DER UN,0.0,20.0,20.0,20.0
ALSEY 13.8 13 CTG_3 UN,0.0,20.0,20.0,20.0
ALSEY 138 3 CTG_3 UN,0.0,20.0,20.0,20.0
SPENCER 69 SPCR SPENCER UN,0.0,20.0,20.0,20.0
DALEH1 13.2 3 3 UN,0.0,20.0,20.0,20.0
SLAK 69 8056 SLAK_R1 UN,4.0,20.0,20.0,20.0
SLAK 69 8057 SLAK_R2 UN,4.0,20.0,20.0,20.0
DIXON000 138 Q138 SUBLETTE_1 UN,0.0,20.0,20.0,20.0
CLAYTOR 138 Q138 CL1 UN,1.0,20.0,20.0,20.0
CLAYTOR 138 Q138 CL4 UN,1.0,20.0,20.0,20.0
CONTCARB 69 COGN CCCO_COGEN UN,0.0,20.0,20.0,20.0
LEWIS 13.8 221 LEWIS_2_UNIT UN,4.0,20.0,20.0,20.0
WHITNEY 69 DD1 WHIT_DDR_GEN UN,0.0,20.0,20.0,20.0
SB_PIC 13.8 9002 CORALV3_UNIT UN,5.0,20.0,20.0,20.0
MITCH1 6.6 1 1 UN,0.0,20.0,20.0,20.0
DALEH1 13.2 2 2 UN,0.0,20.0,20.0,20.0
MITCHE1 13.8 1 1 UN,6.0,20.0,20.0,20.0
STJSOL 34.5 14 G1 UN,0.0,20.0,20.0,20.0
WCHICAG 138 Q138 WCENRGBS UN,0.0,20.0,20.0,20.0
MCHENRY0 138 Q138 MCHNRYBS UN,0.0,20.0,20.0,20.0
DANIELSN 34.5 9001 G1_UNIT UN,0.0,20.0,20.0,20.0
BCYSOL 34.5 15 G3 UN,0.0,20.0,20.0,20.0
123_MARE 34.5 Q34 MARENSP1 UN,0.0,20.0,20.0,20.0
123_MARE 34.5 Q34 MARENGBS UN,0.0,20.0,20.0,20.0
954_IMPV 34.5 Q34 IMPE3VWF UN,0.0,19.9,19.9,19.9
954_IMPV 34.5 Q34 IMPE4VWF UN,0.0,19.9,19.9,19.9
954_IMPV 34.5 Q34 IMPE1VWF UN,0.0,19.9,19.9,19.9
954_IMPV 34.5 Q34 IMPE2VWF UN,0.0,19.9,19.9,19.9
CROSBY2 69 GNZK PLSNTHILLWND UN,0.0,19.8,19.8,19.8
WBINGHAM 69 8005 WBINGH_1_UNIT UN,0.0,19.8,19.8,19.8
CUNCL 138 V226 V226_DDR_GEN UN,0.0,19.6,19.6,19.6
BAKER2 57.2 8504 CEDARHLS_UNIT UN,0.0,19.5,19.5,19.5
REDFLD 115 0 OAK_TREE_UNIT UN,1.0,19.5,19.5,19.5
LANGWIND 115 7020 LANGDO_2_UNIT UN,0.0,19.5,19.5,19.5
BUFBEAR2 69 8 WINDFARM UN,1.0,19.0,19.0,19.0
INDIALAW 69 8100 INDGEN_1_UNIT UN,0.0,19.0,19.0,19.0
OWATNNA 161 5009 OWANAS_7_UNIT UN,0.0,19.0,19.0,19.0
DAYTONMC 69 8004 AMES_GT1_UNIT UN,0.0,19.0,19.0,19.0
PTBEACH 345 Q345 PT-BCH_PB5 UN,0.0,19.0,19.0,19.0
MITCHE1 13.8 2 2 UN,6.0,19.0,19.0,19.0
SUB1347 161 B6 BEAR6 UN,0.0,18.84,18.84,18.84
SUB1347 161 B7 BEAR7 UN,0.0,18.84,18.84,18.84
SUB1347 161 B8 BEAR8 UN,0.0,18.84,18.84,18.84
SUB1347 161 B9 BEAR9 UN,0.0,18.84,18.84,18.84
SUB1347 161 B1 BEAR1 UN,0.0,18.84,18.84,18.84
SUB1347 161 B5 BEAR5 UN,0.0,18.84,18.84,18.84
SUB1347 161 B2 BEAR2 UN,0.0,18.84,18.84,18.84
SUB1347 161 B4 BEAR4 UN,0.0,18.84,18.84,18.84
SUB1347 161 B3 BEAR3 UN,0.0,18.84,18.84,18.84
COFFEYGR 13.8 COF9 COFF9 UN,0.0,18.8,18.8,18.8
COFFEYGR 13.8 COF8 COFF8 UN,0.0,18.8,18.8,18.8
COFFEYGR 13.8 COF0 COFF10 UN,0.0,18.8,18.8,18.8
FERGUS2 13.8 ST1 STILLWATER_EC1 UN,0.0,18.3,18.3,18.3
FERGUS2 13.8 ST2 STILLWATER_EC2 UN,0.0,18.3,18.3,18.3
FERGUS2 13.8 ST3 STILLWATER_EC3 UN,0.0,18.3,18.3,18.3
DYCKESVI 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
CANAL002 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
GLENVIEW 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
DUNNROAD 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
TECUMSEH 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
SHOTO 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
EASTKROK 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
IRONFNDY 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
HIGHWAYV 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
PULLIAM 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
GLORY_N 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
LOSTDAU 138 Q13Z EQ_UN_Q138 UN,-18.2,18.2,18.2,18.2
STER 115 G7 GTG7 UN,0.1,18.0,18.0,18.0
BRLGTN 69 8011 BRLGTN_2_UNIT UN,0.0,18.0,18.0,18.0
BRLGTN 69 8010 BRLGTN_1_UNIT UN,0.0,18.0,18.0,18.0
CHASCS 69 8001 CHASCS_2_UNIT UN,5.0,18.0,18.0,18.0
CHEVC1 13.2 3 3 UN,14.0,18.0,18.0,18.0
ISLAND_7 110 7817 IF4_UNIT UN,0.0,18.0,18.0,18.0
CHEVC1 13.2 3 4 UN,14.0,18.0,18.0,18.0
STER 115 G8 GTG8 UN,0.1,18.0,18.0,18.0
CHASCS 69 8000 CHASCS_1_UNIT UN,5.0,18.0,18.0,18.0
MER_PK 115 7015 MER_PK_1_UNIT UN,0.0,18.0,18.0,18.0
LP-HOLL2 69 GT2 COOKE_GT2 UN,1.0,18.0,18.0,18.0
ISLAND_7 110 7814 IF6_UNIT UN,0.0,18.0,18.0,18.0
COBRNCK 115 V168 V168_DDR_GEN UN,0.0,18.0,18.0,18.0
D_HENRY 34.5 DHPG DHPC_HASTNGS UN,1.0,18.0,18.0,18.0
CHILHO1 6.9 1 1 UN,0.0,18.0,18.0,18.0
STER 115 G6 GTG6 UN,0.1,18.0,18.0,18.0
ISLAND_7 110 7815 IF5_UNIT UN,0.0,18.0,18.0,18.0
WISSOTA 13.8 9006 WIS_TR3_UNIT UN,0.0,18.0,18.0,18.0
WISSOTA 13.8 9009 WIS_TR4_UNIT UN,0.0,18.0,18.0,18.0
ISLAND_7 110 7816 IF7_UNIT UN,0.0,18.0,18.0,18.0
LUNDQST 13.8 9001 LUNDQS_1_UNIT UN,0.0,18.0,18.0,18.0
CHILHO1 6.9 3 3 UN,0.0,18.0,18.0,18.0
OCOEE31 6.6 1 1 UN,0.0,18.0,18.0,18.0
BRLGTN 69 8009 BRLGTN_3_UNIT UN,0.0,18.0,18.0,18.0
BRLGTN 69 8012 BRLGTN_4_UNIT UN,0.0,18.0,18.0,18.0
BLNCHRD 115 Q11Z EQ_UN_Q115 UN,-18.0,18.0,18.0,18.0
LP-HOLL2 69 GT3 COOKE_GT3 UN,1.0,18.0,18.0,18.0
CHILHO1 6.9 2 2 UN,0.0,18.0,18.0,18.0
NEW_PRAG 69 8006 NEW_PR_1_UNIT UN,0.0,18.0,18.0,18.0
G1COLU 34.5 G1 G1 UN,5.0,17.7,17.7,17.7
STHSID 34.5 G32 G32 UN,0.1,17.6,17.6,17.6
ROSEMONT 115 G2 CTNWD_2_NPCW UN,1.0,17.08,17.08,17.08
WSECWAUE 26 0 WSEC4_JOU UN,1.0,17.0,17.0,17.0
SUBJ 69 17 1 UN,1.0,17.0,17.0,17.0
MCWILM1 46 2 2 UN,0.0,17.0,17.0,17.0
MORGAN1 115 1 1 UN,0.0,17.0,17.0,17.0
MITCH_YD 138 Q138 P9 UN,1.0,17.0,17.0,17.0
SUBJ 69 16 2 UN,1.0,17.0,17.0,17.0
MALDEN9 69 3 2 UN,1.0,17.0,17.0,17.0
GASTON1 13.8 6 6 UN,1.0,17.0,17.0,17.0
GRANDFTR 115 Q115 GRANDFTR UN,0.0,17.0,17.0,17.0
ADAMS_D 69 8004 ADAMS__1_UNIT UN,0.0,17.0,17.0,17.0
NOTTEL1 13.2 1 1 UN,0.0,17.0,17.0,17.0
PRAR_CK 34.5 9010 PRAR_C_1_UNIT UN,4.0,16.3,16.3,16.3
PF 110 11 G5 UN,1.0,16.2,16.2,16.2
ALGONAM 69 0 ALGONA UN,1.0,16.2,16.2,16.2
PF 110 5 G6 UN,1.0,16.2,16.2,16.2
ROSEMONT 115 G4 CTNWD_4_CTYB UN,1.0,16.1,16.1,16.1
WABASPSI 138 Q138 UN4 UN,1.0,16.0,16.0,16.0
KRAFT1 13.8 5 5 UN,10.0,16.0,16.0,16.0
LTCHFLD2 69 8015 LITCHF_2_UNIT UN,10.0,16.0,16.0,16.0
STER 115 G9 GTG9 UN,0.1,16.0,16.0,16.0
KAC 138 A138 GE5CT UN,0.0,16.0,16.0,16.0
MADIND 138 5Z EQ_UN_5 UN,-16.0,16.0,16.0,16.0
WABASPSI 138 Q138 UN2 UN,1.0,16.0,16.0,16.0
WABASPSI 138 Q138 UN6 UN,1.0,16.0,16.0,16.0
NORTH5 161 GN6 6 UN,0.0,16.0,16.0,16.0
TERRORA 115 3 3 UN,0.0,16.0,16.0,16.0
KAC 34.5 Q34 GE5CT UN,0.0,16.0,16.0,16.0
STER 115 G10 GTG10 UN,0.1,16.0,16.0,16.0
WABASPSI 138 Q138 UN3 UN,1.0,16.0,16.0,16.0
WABASPSI 138 Q138 UN5 UN,1.0,16.0,16.0,16.0
MADSTATE 138 6Z EQ_UN_6 UN,-16.0,16.0,16.0,16.0
FRENCH_G 13.8 9044 FRENCH_1_UNIT UN,6.0,16.0,16.0,16.0
CHEVC1 13.2 3 2 UN,15.0,16.0,16.0,16.0
WABASPSI 138 Q138 UN1 UN,1.0,16.0,16.0,16.0
KNOXIND 13.8 9001 KNOXIN_1_UNIT UN,0.0,16.0,16.0,16.0
CHEVC1 13.2 3 1 UN,15.0,16.0,16.0,16.0
STALLING 138 131Z EQ_UN_1311 UN,-16.0,16.0,16.0,16.0
GC23RDST 138 7TZ EQ_UN_7T UN,-16.0,16.0,16.0,16.0
VENICE_C 138 20Z EQ_UN_20 UN,-16.0,16.0,16.0,16.0
PIRKEY 23.4 10 OMPA_PIRKEY UN,0.0,15.8,20.5,20.5
ROSEMONT 115 G3 CTNWD_3_SSCY UN,1.0,15.59,15.59,15.59
SAXMAN 115 RJ1 KSE_CT UN,0.0,15.56,15.56,15.56
TRIGEN 138 2 CTG_1 UN,1.0,15.5,15.5,15.5
TRIGEN 13.8 4 CTG_1 UN,0.0,15.5,15.5,15.5
STHSID 34.5 G34 G34 UN,0.1,15.2,15.2,15.2
SPAULDI1 138 Q138 MALR-1 UN,1.0,15.0,15.0,15.0
HABER_MC 69 8007 HABER_6_UNIT UN,0.0,15.0,15.0,15.0
STILLMAN 138 C138 ORCHRDLF UN,0.0,15.0,15.0,15.0
BENNETT3 115 V199 V199_DDR_GEN UN,0.0,15.0,15.0,15.0
NOBLES 34.5 9099 NOBLES_CWS1 UN,0.0,15.0,15.0,15.0
SARATOG 13.8 9001 GT_UNIT UN,0.0,15.0,15.0,15.0
MIAMIFOR 138 Q138 CT6 UN,1.0,15.0,15.0,15.0
FRED_WR 138 G2 2 UN,1.0,15.0,15.0,15.0
COLHYDRO 13.8 34 2 UN,1.0,15.0,15.0,15.0
ISLAND_7 110 7819 IF2_UNIT UN,0.0,15.0,15.0,15.0
FORESTC 69 6 FOREST_1_UNIT UN,0.0,15.0,15.0,15.0
STILLMAN 138 Q138 ORCHRDLF UN,0.0,15.0,15.0,15.0
FRED_WR 138 G1 1 UN,1.0,15.0,15.0,15.0
COLHYDRO 13.8 40 1 UN,1.0,15.0,15.0,15.0
ISLAND_7 110 7818 IF3_UNIT UN,0.0,15.0,15.0,15.0
MAIN_ST 115 9101 MAIN_S_1_UNIT UN,1.0,15.0,15.0,15.0
BOULEV1 14 2 2 UN,12.0,15.0,15.0,15.0
MIAMIFOR 138 Q138 CT4 UN,1.0,15.0,15.0,15.0
RIV1671 10 3 11 UN,1.0,15.0,15.0,15.0
MEXIC_WR 161 G1 1 UN,1.0,15.0,15.0,15.0
DENVER2 13.8 NDS4 NDS4_HASTNGS UN,1.0,15.0,15.0,15.0
FRENCH_G 13.8 9047 FRENCH_2_UNIT UN,5.0,15.0,15.0,15.0
MIAMIFOR 138 Q138 CT3 UN,1.0,15.0,15.0,15.0
MIAMIFOR 138 Q138 CT5 UN,1.0,15.0,15.0,15.0
NEWULMCY 69 8014 NEWULM_4_UNIT UN,3.0,15.0,15.0,15.0
MAIN_ST 13.8 9101 MAIN_S_1_UNIT UN,0.0,15.0,15.0,15.0
FREM_A 13.8 0 6 UN,1.0,15.0,18.0,18.0
COLHYDRO 13.8 27 3 UN,1.0,15.0,15.0,15.0
ISLAND_7 110 7820 IF1_UNIT UN,0.0,15.0,15.0,15.0
WESTPRK 69 WP1 WESTPR_1_UNIT UN,0.0,15.0,15.0,15.0
IN_SMKHL 230 1 WINDFARM UN,0.0,15.0,25.0,25.0
NOBLES 34.5 9098 NOBLES_CWS2 UN,0.0,15.0,15.0,15.0
GR_JCT 161 5016 JEFWAT_1_UNIT UN,0.0,15.0,15.0,15.0
WILLCO 138 Q138 LOCKPHYD UN,0.0,15.0,15.0,15.0
ROSEMONT 115 BRCW CTNWDNE_BRPS UN,0.0,14.7,14.7,14.7
HARDNWD 69 904 HARDNHIL UN,0.0,14.7,14.7,14.7
VIN_AMRN 161 998 VINTON UN,0.0,14.6,14.6,14.6
WESTPRK 69 1 WESTPR_1_UNIT UN,1.0,14.5,14.5,14.5
K223SIOU 69 CT SIOUX_CT UN,0.0,14.5,14.5,14.5
941_GRND 34.5 A34 GRIDG4WF UN,0.0,14.0,14.0,14.0
FORMOS 13.8 S1 S1 UN,0.0,14.0,14.0,14.0
08D_CRK2 138 Q138 08D3 UN,1.0,14.0,14.0,14.0
CANERUN 138 Q138 CRUNIT11 UN,1.0,14.0,14.0,14.0
PF 110 51 G1 UN,1.0,14.0,14.0,14.0
FORMOS 13.8 S2 S2 UN,0.0,14.0,14.0,14.0
AINSWIND 34.5 AI AINS_IC UN,0.0,14.0,14.0,14.0
CIM-PL1 13.8 2G 2 UN,1.0,14.0,14.0,14.0
LLOYDSH 115 3 3 UN,0.0,14.0,14.0,14.0
PF 110 26 G4 UN,1.0,14.0,14.0,14.0
PRATT1 115 6G PRATT5 UN,1.0,14.0,14.0,14.0
NUNDRWD 115 808 WILDSP_SOLAR UN,0.0,14.0,14.0,14.0
PF 110 37 G3 UN,1.0,14.0,14.0,14.0
PF 110 44 G2 UN,1.0,14.0,14.0,14.0
CUNCL 138 V227 V227_DDR_GEN UN,0.0,13.7,13.7,13.7
YANKEE 34.5 9103 CWN_2_UNIT UN,0.0,13.2,15.0,15.0
YANKEE 34.5 9100 CWN_1_UNIT UN,0.0,13.2,15.0,15.0
GRDNCT1 13.8 6G 3 UN,1.0,13.0,13.0,13.0
CHEATH1 13.2 2 2 UN,0.0,13.0,13.0,13.0
FTGIB1 13.8 12 2 UN,1.0,13.0,13.0,13.0
FTGIB1 13.8 13 3 UN,1.0,13.0,13.0,13.0
CHEATH1 13.2 3 3 UN,0.0,13.0,13.0,13.0
ANADARKO 13.8 2G 2 UN,1.0,13.0,13.0,13.0
ESTRVMU 69 0 ESTHERVILLE UN,1.0,13.0,13.0,13.0
OCOEE1 2.3 A A UN,0.0,13.0,13.0,13.0
RED_RIV 34.5 6 REDRIV11 UN,0.0,13.0,13.0,13.0
POP_BLF 69 6 1 UN,1.0,13.0,13.0,13.0
ANADARKO 13.8 1G 1 UN,1.0,13.0,13.0,13.0
C_GARDNR 161 G GARD2 UN,1.0,13.0,13.0,13.0
HUTGRE 69 8040 HUTGRE_8_UNIT UN,0.0,13.0,13.0,13.0
FTGIB1 13.8 11 1 UN,1.0,13.0,13.0,13.0
FTGIB1 13.8 14 4 UN,1.0,13.0,13.0,13.0
HABER_MC 69 8004 HABER_3_UNIT UN,0.0,13.0,13.0,13.0
COLBY3 115 4G GST UN,1.0,13.0,13.0,13.0
C_GARDNR 161 F GARD1 UN,1.0,13.0,13.0,13.0
CHEATH1 13.2 1 1 UN,0.0,13.0,13.0,13.0
SO_FORKW 69 8003 SOUTHFORK UN,0.0,13.0,13.0,13.0
INDMUNI 69 8000 INDMUN3_UNIT UN,0.0,13.0,13.0,13.0
WLBR 69 999 WEST_LIBERTY UN,0.0,12.9,12.9,12.9
RUGBWIND 230 4003 RUGBY1UP_UNIT UN,0.0,12.6,12.6,12.6
